MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
50,61,2,3950,1,93,3,94,5,6,7,62,63,9,10,51,6,8,1926,2004,12,13,35,35,36,0,17,17,37,17,17,19,72,468,21,0,350,818,22,17,24,25,818,406,0,1224,0,0,1,0,3,1,17,5,26,0,2,46,1926,21,1,210,17,17,96,0,0,116,0,0,0,2,2,2,0,12,2009,29,30,115000
50,0,54,7681,1,2,39,4,5,31,7,42,9,9,10,51,5,6,1921,1950,12,13,43,43,36,0,17,17,45,17,17,19,21,0,21,0,731,731,22,23,24,25,820,523,0,1343,0,0,1,1,3,1,17,7,26,1,16,46,1921,21,1,186,66,17,24,192,0,102,0,0,0,2,2,2,0,7,2009,29,30,154900
20,0,77,8335,1,2,3,4,5,41,7,104,9,9,10,34,5,5,1954,1954,12,13,43,43,36,0,17,17,87,2,2,2,2,0,2,0,0,0,22,16,24,25,1124,0,0,1124,0,0,1,0,3,1,17,5,143,1,16,2,2,2,0,0,2,2,96,0,36,190,0,0,0,2,2,2,0,4,2006,29,30,93000
60,0,2,11170,1,2,79,4,5,41,7,108,9,9,10,11,7,5,1990,1991,12,13,35,35,36,0,17,17,52,16,17,19,91,1216,21,0,0,1216,22,23,24,25,1298,1216,0,2514,0,0,2,1,4,1,17,8,26,0,2,27,1990,76,2,693,17,17,24,0,0,0,0,0,0,2,84,2,0,4,2006,29,30,250000
120,61,64,5587,1,2,39,118,5,6,113,42,9,9,98,34,8,5,2008,2008,71,13,99,100,56,186,23,17,18,23,17,16,20,1480,21,0,120,1600,22,23,24,25,1652,0,0,1652,1,1,2,0,2,1,16,5,26,1,16,27,2008,76,2,482,17,17,24,162,53,0,153,0,0,2,2,2,0,11,2008,77,78,392500
60,0,160,15623,1,2,39,4,5,41,7,48,9,9,10,11,10,5,1996,1996,71,13,43,153,36,0,16,17,18,23,17,49,20,2096,21,0,300,2396,22,23,24,25,2411,2065,0,4476,1,0,3,1,4,1,23,10,26,2,17,27,1996,76,3,813,17,17,24,171,78,0,0,0,555,23,53,2,0,7,2007,29,47,745000
30,0,60,10800,1,93,3,4,5,6,7,62,9,9,10,34,5,6,1920,1950,71,13,122,122,36,0,17,17,45,17,17,19,72,821,21,0,299,1120,22,23,24,25,1130,0,0,1130,1,0,1,0,2,1,17,5,26,1,16,46,1970,21,2,720,17,17,24,229,0,0,0,0,0,2,2,2,0,6,2006,29,30,120000
20,0,50,35133,93,2,3,4,5,6,113,108,9,9,10,34,5,4,1963,1963,71,13,35,35,15,226,17,17,37,17,17,16,72,1159,21,0,413,1572,22,16,24,25,1572,0,0,1572,1,0,1,1,3,1,17,5,26,2,17,136,1963,28,3,995,17,17,24,0,263,0,0,263,0,2,2,2,0,5,2007,29,30,186700
50,0,60,9738,1,2,3,4,5,6,7,104,9,9,10,51,5,7,1924,1950,12,13,105,105,36,0,17,16,45,17,17,19,60,392,21,0,392,784,22,16,24,25,949,272,0,1221,1,0,1,0,4,1,17,7,26,0,2,27,1965,21,1,392,17,17,24,0,0,236,0,0,0,2,2,2,0,3,2006,29,30,104900
190,0,107,10615,1,2,39,94,5,41,113,62,63,63,68,11,3,5,1900,1970,12,13,59,59,36,0,17,17,37,66,17,40,60,440,21,0,538,978,22,17,24,25,1014,685,0,1699,1,0,2,0,3,2,17,7,26,0,2,88,1920,21,2,420,66,66,24,0,74,0,0,0,0,2,2,2,0,8,2009,29,47,95000
20,0,89,12461,1,2,3,4,5,41,7,48,9,9,10,34,8,5,1994,1995,12,13,153,153,36,0,16,17,18,16,17,19,20,1456,21,0,168,1624,22,23,24,25,1624,0,0,1624,1,0,2,0,2,1,16,5,26,1,66,27,1994,28,3,757,17,17,24,0,114,192,0,0,0,2,84,2,0,7,2006,29,30,262000
60,0,68,8935,1,2,39,4,5,6,7,8,9,9,10,11,7,5,2002,2002,12,13,14,14,15,95,16,17,18,16,17,19,21,0,21,0,831,831,22,23,24,25,831,829,0,1660,0,0,2,1,3,1,16,7,26,0,2,27,2002,28,2,493,17,17,24,144,68,0,0,0,0,2,2,2,0,7,2009,29,30,195000
60,0,60,7500,1,2,3,4,5,6,7,112,9,9,10,11,7,5,1999,1999,12,13,14,14,36,0,17,17,18,17,17,19,21,0,21,0,994,994,22,16,24,25,1028,776,0,1804,0,0,2,1,3,1,16,7,26,1,17,27,1999,76,2,442,17,17,24,140,60,0,0,0,0,2,2,2,0,6,2010,29,30,189000
190,0,2,32463,1,2,3,114,5,6,113,50,9,9,68,34,4,4,1961,1975,12,13,35,35,56,149,17,16,37,17,17,49,60,1159,21,0,90,1249,22,23,24,25,1622,0,0,1622,1,0,1,0,3,1,17,7,26,1,17,136,1975,76,4,1356,17,17,24,439,0,0,0,0,0,2,2,2,0,3,2007,29,30,168000
160,111,24,2645,1,1,3,4,5,6,7,55,9,9,117,11,8,5,1999,2000,12,13,35,35,15,456,16,17,18,16,17,19,21,0,21,0,776,776,22,23,24,25,764,677,0,1441,0,0,2,1,2,1,16,5,26,0,2,46,1999,21,2,492,17,17,24,206,0,0,0,0,0,2,2,2,0,11,2007,29,30,174000
50,61,60,9600,1,93,3,4,5,6,7,62,9,9,10,51,5,8,1925,1994,103,13,14,14,36,0,17,17,18,17,17,40,21,0,21,0,702,702,22,16,24,25,842,630,0,1472,0,0,1,0,3,1,16,6,26,0,2,46,1925,21,1,250,17,66,109,0,0,84,0,0,0,2,82,2,0,7,2007,29,30,125000
120,61,2,4500,1,2,3,4,5,31,7,50,9,9,98,34,6,5,1999,1999,71,13,14,14,15,425,17,17,18,23,17,19,20,883,21,0,341,1224,22,23,24,25,1224,0,0,1224,1,0,2,0,2,1,17,5,26,0,2,27,1999,76,2,402,17,17,24,0,304,0,0,0,0,2,2,2,0,6,2009,29,30,165000
60,0,80,9364,1,2,3,4,5,41,7,70,9,9,10,11,6,7,1969,1969,12,13,59,59,56,143,17,17,37,17,17,19,38,371,21,0,292,663,22,17,24,25,663,689,0,1352,0,0,1,1,4,1,17,7,26,0,2,27,1969,76,1,299,17,17,24,379,36,0,0,0,0,2,53,2,0,3,2010,29,30,158000
60,0,51,8029,1,2,39,4,5,6,7,112,9,9,10,11,6,5,2005,2005,12,13,14,14,36,0,17,17,18,16,17,19,21,0,21,0,728,728,22,23,24,25,728,728,0,1456,0,0,2,1,3,1,16,8,26,0,2,27,2005,76,2,400,17,17,24,100,24,0,0,0,0,2,2,2,0,7,2008,29,30,176000
60,0,58,14054,1,2,39,4,5,6,7,112,9,9,10,11,7,5,2006,2006,12,13,14,14,36,0,16,17,18,16,17,49,21,0,21,0,879,879,22,23,24,25,879,984,0,1863,0,0,2,1,4,1,16,9,26,1,16,75,2006,76,3,660,17,17,24,100,17,0,0,0,0,2,2,2,0,11,2006,77,78,219210
75,61,65,8850,1,2,39,94,5,41,7,62,9,9,10,120,7,6,1916,1950,12,13,35,35,36,0,17,17,45,17,17,19,21,0,21,0,815,815,22,23,24,25,815,875,0,1690,0,0,1,0,3,1,17,7,26,1,16,46,1916,21,1,225,17,17,24,0,0,330,0,0,0,2,2,2,0,7,2006,154,30,144000
20,0,70,9100,1,2,3,4,5,6,7,8,9,9,10,34,7,5,2001,2001,12,13,14,14,36,0,16,17,18,16,17,19,21,0,21,0,1212,1212,22,23,24,25,1212,0,0,1212,0,0,2,0,3,1,16,6,26,0,2,27,2001,28,2,573,17,17,24,356,0,0,0,0,0,2,2,2,0,6,2009,29,30,178000
20,0,75,11235,1,2,3,4,5,6,7,70,9,9,10,34,4,5,1963,1979,12,13,59,59,15,51,17,17,37,17,17,19,72,547,21,0,504,1051,22,16,24,25,1382,0,0,1382,0,0,1,1,3,1,17,6,26,1,131,27,1974,21,2,459,17,17,24,0,82,0,0,0,0,2,2,2,0,10,2006,29,30,148000
20,0,71,9353,1,2,3,4,5,6,7,81,9,9,10,34,4,5,1970,1970,12,13,35,35,36,0,17,17,37,17,17,19,21,0,21,0,864,864,22,16,24,25,864,0,0,864,0,0,1,0,3,1,17,5,26,0,2,27,1972,21,1,280,17,17,24,0,0,0,0,0,0,2,2,54,0,7,2006,168,47,116050
60,0,80,10400,1,2,3,4,5,41,7,8,9,9,10,11,7,5,1998,1998,12,13,14,14,36,0,17,17,18,16,17,49,21,0,21,0,866,866,22,23,24,25,866,913,0,1779,0,0,2,1,3,1,16,6,26,0,2,27,1998,28,2,546,17,17,24,198,36,0,0,0,0,2,2,2,0,3,2009,29,30,197900
50,61,50,6000,1,2,3,4,5,41,7,67,9,9,10,51,5,8,1925,1997,12,13,43,43,36,0,17,17,45,17,17,19,21,0,21,0,884,884,22,23,24,25,884,464,0,1348,1,0,1,0,3,1,17,5,26,1,66,46,1960,21,1,216,17,17,96,0,0,208,0,0,0,2,2,2,0,5,2009,29,30,117000
20,0,75,9750,1,2,3,4,5,6,7,8,9,9,10,34,7,5,2000,2001,12,13,14,14,15,171,16,17,18,16,17,19,21,0,21,0,1630,1630,22,23,24,25,1630,0,0,1630,0,0,2,0,3,1,16,6,26,1,17,27,2000,21,2,451,17,17,24,74,234,0,0,0,0,2,2,2,0,10,2009,29,30,213000
20,0,78,10140,1,2,3,4,5,6,7,57,9,9,10,34,5,6,1975,1975,12,13,59,59,36,0,17,17,37,16,17,19,38,788,21,0,268,1056,22,23,24,25,1074,0,0,1074,1,0,1,1,3,1,17,6,26,0,2,27,1975,28,2,495,17,17,24,0,88,0,0,0,0,2,53,2,0,7,2006,29,30,153500
20,0,90,14684,1,2,39,4,5,85,7,89,9,9,10,34,7,7,1990,1991,71,13,59,59,15,234,16,17,37,16,17,40,38,485,60,177,1496,2158,22,16,24,25,2196,0,0,2196,0,0,2,0,3,1,16,7,26,1,17,27,1990,28,3,701,17,17,24,84,70,0,0,0,0,2,2,2,0,6,2009,29,30,271900
20,158,2,8900,1,2,3,4,5,6,7,89,9,9,10,34,4,4,1966,1966,12,13,59,59,36,0,17,17,37,17,17,19,72,1056,21,0,0,1056,22,17,24,25,1056,0,0,1056,1,0,1,0,2,1,17,5,26,0,2,46,1966,21,1,384,17,17,24,0,42,0,0,0,0,2,53,2,0,11,2006,29,30,107000
20,0,70,9135,1,2,3,4,5,6,7,8,9,9,10,34,6,5,2003,2003,12,13,14,14,15,120,16,17,18,16,17,49,20,340,21,0,1342,1682,22,23,24,25,1700,0,0,1700,1,0,2,0,3,1,16,7,26,0,2,27,2003,28,2,544,17,17,24,192,23,0,0,0,0,2,2,2,0,5,2006,29,30,200000
20,0,70,7763,1,2,3,4,5,6,7,81,9,9,10,34,5,7,1962,1980,12,13,35,35,36,0,17,16,37,17,17,19,72,504,60,108,319,931,22,17,24,25,1283,0,0,1283,1,0,1,0,3,1,17,6,26,0,2,46,1980,21,2,506,17,17,24,0,0,0,0,0,0,2,2,2,0,10,2008,29,30,140000
20,0,85,10182,1,2,39,4,5,85,7,55,101,9,10,34,8,5,2006,2006,71,13,14,14,56,420,16,17,18,23,17,40,20,1220,21,0,440,1660,22,23,24,25,1660,0,0,1660,1,0,2,0,3,1,16,8,26,1,16,27,2006,28,2,500,17,17,24,322,50,0,0,0,0,2,2,2,0,5,2006,77,78,290000
60,0,70,11218,1,2,3,4,5,6,7,89,9,9,10,11,6,5,1992,1992,12,13,43,43,36,0,16,17,18,16,17,19,21,0,21,0,1055,1055,22,23,24,25,1055,790,0,1845,0,0,2,1,3,1,16,8,26,1,17,27,1992,28,2,462,17,17,24,635,104,0,0,0,0,2,84,54,400,5,2010,29,30,189000
50,0,152,12134,1,2,39,94,5,6,113,112,9,9,10,51,8,7,1988,2005,12,13,43,43,36,0,16,17,52,16,17,49,20,427,21,0,132,559,22,16,24,25,1080,672,0,1752,0,0,2,0,4,1,17,8,26,0,2,128,1988,28,2,492,17,17,24,325,12,0,0,0,0,2,2,2,0,6,2010,29,30,164000
30,0,50,9340,1,2,3,4,5,6,7,104,9,9,10,34,4,6,1941,1950,71,13,35,35,36,0,17,17,37,17,17,19,72,344,21,0,328,672,22,17,24,25,672,0,0,672,1,0,1,0,2,1,17,4,26,0,2,27,1941,21,1,234,17,17,96,0,113,0,0,0,0,2,2,2,0,8,2009,29,30,113000
80,0,2,10246,1,2,39,4,5,85,7,70,9,9,10,116,4,9,1965,2001,12,13,14,14,36,0,17,16,37,17,16,49,20,648,21,0,0,648,22,23,24,25,960,0,0,960,1,1,0,0,0,1,17,3,26,0,2,27,1965,21,1,364,17,17,24,88,0,0,0,0,0,2,2,2,0,5,2006,29,30,145000
85,0,69,10205,1,2,39,4,5,6,7,81,9,9,10,110,5,5,1962,1962,12,13,35,35,36,0,17,17,37,17,17,49,60,784,21,0,141,925,22,17,24,25,999,0,0,999,1,0,1,0,3,1,17,6,26,0,2,27,1962,21,1,300,17,17,24,150,72,0,0,0,0,2,2,2,0,5,2006,29,30,134500
20,0,99,7094,1,2,39,4,5,6,7,70,9,9,10,34,5,5,1966,1966,12,13,14,14,36,0,17,17,37,17,17,19,72,180,91,374,340,894,22,17,24,25,894,0,0,894,0,0,1,0,3,1,17,5,26,0,2,46,1966,28,1,384,17,17,24,0,0,0,0,0,0,2,53,2,0,5,2007,29,30,125000
90,61,68,8930,1,2,3,4,5,6,7,70,90,9,86,51,6,5,1978,1978,12,13,14,14,36,0,17,17,87,2,2,2,2,0,2,0,0,0,22,17,24,25,1318,584,0,1902,0,0,2,0,4,2,17,8,26,0,2,27,1978,21,2,539,17,17,24,0,0,0,0,0,0,2,2,2,0,4,2010,29,30,112000
20,111,72,8640,1,2,3,4,5,6,7,55,9,9,10,34,8,5,2009,2009,12,13,99,100,56,72,16,17,18,16,17,40,20,936,21,0,364,1300,22,23,24,25,1314,0,0,1314,1,0,2,0,3,1,16,6,26,0,2,27,2009,28,2,552,17,17,24,135,112,0,0,0,0,2,2,2,0,9,2009,77,78,229456
50,61,52,6240,1,2,3,4,5,6,7,67,9,9,10,51,4,5,1947,1950,12,13,105,105,36,0,17,17,87,2,2,2,2,0,2,0,0,0,22,16,96,25,672,240,0,912,0,0,1,0,2,1,17,3,26,0,2,2,2,2,0,0,2,2,96,0,0,0,0,0,0,2,2,2,0,7,2006,29,30,80500
160,61,21,1680,1,2,3,4,5,6,7,147,9,9,117,11,6,5,1971,1971,12,13,99,100,15,236,17,17,37,17,17,19,21,0,21,0,672,672,22,17,24,25,672,546,0,1218,0,0,1,1,3,1,17,7,26,0,2,2,2,2,0,0,2,2,96,201,0,0,0,0,0,2,2,2,0,4,2006,29,47,91500
20,0,66,7800,1,2,39,4,5,6,7,81,9,9,10,34,5,5,1964,1964,12,13,43,43,36,0,17,17,37,17,17,19,72,312,91,600,0,912,22,17,24,25,912,0,0,912,0,0,1,0,2,1,17,5,26,0,2,27,1964,21,1,288,17,17,24,0,0,0,0,0,0,2,2,2,0,11,2006,29,47,115000
20,0,55,8250,1,2,3,4,5,6,7,70,33,9,10,34,5,5,1968,1968,71,13,59,59,36,0,17,17,37,17,17,19,60,250,91,492,210,952,22,23,24,25,1211,0,0,1211,0,0,1,0,3,1,17,5,26,1,17,27,1968,21,1,322,17,17,24,0,63,0,0,0,0,2,2,2,0,8,2008,29,30,134000
50,0,78,10496,1,2,3,4,5,6,7,81,63,9,10,51,6,6,1949,1950,12,13,43,43,15,320,17,17,37,17,17,40,72,196,21,0,844,1040,22,23,24,25,1168,678,0,1846,0,0,2,0,3,1,17,7,26,1,16,27,1949,21,1,315,17,17,24,0,0,0,0,0,0,2,82,2,0,1,2007,29,30,143000
20,0,89,10680,1,2,3,4,5,6,7,81,9,9,10,34,5,3,1951,1951,71,13,43,43,15,44,17,17,37,17,66,19,91,756,21,0,1380,2136,22,17,96,83,2136,0,0,2136,0,0,2,0,4,1,17,7,113,0,2,46,1951,21,2,528,17,17,24,0,30,0,0,0,0,2,53,2,0,10,2006,29,30,137900
60,0,60,15384,1,2,39,4,5,6,7,112,121,9,10,11,7,5,2004,2005,12,13,14,14,36,0,16,17,18,16,17,49,20,724,21,0,64,788,22,23,24,25,788,702,0,1490,1,0,2,1,3,1,16,8,26,1,16,27,2004,76,2,388,17,17,24,100,75,0,0,0,0,2,2,2,0,2,2008,29,30,184000
80,0,65,10482,1,2,3,4,5,6,7,81,9,9,10,116,6,8,1958,1958,71,13,14,14,15,63,17,16,37,17,17,49,20,507,21,0,81,588,22,23,24,25,1138,0,0,1138,0,1,1,0,3,1,17,6,26,0,2,27,1958,28,1,264,17,17,24,224,0,0,0,0,0,2,137,2,0,6,2007,29,30,145000
60,0,86,14598,1,2,39,4,5,85,7,55,33,9,10,11,6,5,2007,2007,12,13,14,14,56,74,16,17,18,16,17,40,21,0,21,0,894,894,22,23,24,25,894,1039,0,1933,0,0,2,1,4,1,16,9,26,1,16,75,2007,76,3,668,17,17,24,100,18,0,0,0,0,2,2,2,0,1,2008,29,30,214000
20,0,72,8872,1,2,3,4,5,41,7,81,9,9,10,34,5,8,1965,2008,12,13,14,14,15,300,17,17,37,17,17,19,38,595,21,0,317,912,22,23,24,25,912,0,0,912,1,0,1,0,2,1,16,5,26,0,2,46,1992,21,2,576,17,17,24,0,240,0,0,0,0,2,2,2,0,12,2008,29,30,147000
120,0,65,8769,1,2,3,4,5,41,7,73,9,9,98,34,9,5,2008,2008,71,13,35,35,15,766,23,17,18,23,17,19,20,1540,21,0,162,1702,22,23,24,25,1702,0,0,1702,1,0,1,1,1,1,23,7,26,1,16,27,2008,76,3,1052,17,17,24,0,72,0,0,224,0,2,2,2,0,10,2008,77,78,367294
80,0,70,7910,1,2,3,4,5,6,7,81,9,9,10,116,5,5,1960,1960,71,13,15,59,36,0,17,17,37,17,17,19,38,666,21,0,409,1075,22,16,24,25,1507,0,0,1507,0,0,2,0,4,1,17,7,140,0,2,128,1960,21,1,404,17,17,24,0,0,0,0,0,0,2,82,2,0,8,2008,29,30,127000
90,0,2,18890,1,2,39,4,5,6,7,70,33,90,86,51,5,5,1977,1977,54,13,80,80,36,1,17,17,37,16,17,19,20,498,72,211,652,1361,22,23,24,25,1361,1259,0,2620,0,0,2,2,4,2,17,12,26,1,17,75,1977,28,2,600,17,17,96,155,24,145,0,0,0,2,2,160,8300,8,2007,29,30,190000
90,0,70,7728,1,2,3,4,5,6,7,81,9,9,86,116,5,6,1962,1962,71,13,43,43,15,120,17,17,37,17,17,49,38,803,21,0,303,1106,22,17,24,25,1190,0,0,1190,1,0,1,0,3,1,17,6,26,0,2,27,1962,21,2,540,17,17,24,0,18,0,0,0,0,2,82,2,0,5,2006,29,30,132500
90,0,70,9842,1,2,3,4,5,31,7,81,9,9,86,34,4,5,1962,1962,12,13,59,59,36,0,17,17,87,2,2,2,2,0,2,0,0,0,22,17,24,25,1224,0,0,1224,0,0,2,0,2,2,17,6,26,0,2,88,1962,21,2,462,17,17,24,0,0,0,0,0,0,2,2,2,0,3,2007,29,30,101800
20,0,2,12160,1,2,39,4,5,6,7,81,9,9,10,34,5,5,1959,1959,71,13,80,80,15,180,17,17,37,17,17,19,72,1000,21,0,188,1188,22,66,24,25,1188,0,0,1188,1,0,1,0,3,1,17,6,26,0,2,27,1959,28,2,531,17,17,24,0,0,0,0,0,0,2,53,2,0,5,2010,92,47,142000
70,158,55,8525,1,2,3,94,5,6,7,151,9,9,10,11,5,6,1911,1950,12,13,35,35,36,0,17,17,18,17,17,49,21,0,21,0,940,940,22,17,96,83,1024,940,0,1964,0,0,1,1,4,1,17,7,26,0,2,2,2,2,0,0,2,2,96,0,192,0,0,0,0,2,2,2,0,11,2008,29,47,130000
70,0,96,13132,1,2,3,4,5,6,7,42,9,9,10,11,5,5,1914,1950,12,13,43,43,36,0,17,17,45,16,17,40,21,0,21,0,747,747,22,16,24,64,892,892,0,1784,0,0,1,1,4,1,17,9,26,0,2,46,1914,21,1,180,66,66,96,203,40,0,0,0,0,2,2,2,0,7,2006,29,30,138887
160,0,36,2628,1,2,3,4,5,6,7,73,9,9,117,11,7,5,2003,2003,12,13,14,44,56,106,16,17,18,16,17,19,21,0,21,0,764,764,22,23,24,25,764,862,0,1626,0,0,2,1,2,1,16,6,26,0,2,75,2003,28,2,474,17,17,24,0,27,0,0,0,0,2,2,2,0,6,2010,29,30,175500
60,0,41,12393,1,2,79,4,5,31,7,8,9,9,10,11,7,5,2004,2005,12,13,14,14,36,0,16,17,18,16,17,19,21,0,21,0,847,847,22,23,24,25,847,1101,0,1948,0,0,2,1,4,1,16,8,26,1,16,75,2004,76,2,434,17,17,24,100,48,0,0,0,0,2,2,2,0,9,2006,29,30,195000
20,0,63,13072,1,2,3,4,5,6,7,89,90,9,10,34,6,5,2005,2005,12,13,14,14,36,0,16,17,18,16,17,19,21,0,21,0,1141,1141,22,23,24,25,1141,0,0,1141,0,0,1,1,3,1,17,6,26,0,2,46,2005,21,2,484,17,17,24,0,0,0,0,0,0,2,2,2,0,3,2006,29,47,142500
20,0,64,9037,1,2,39,118,5,6,7,108,9,9,10,34,8,5,2006,2006,71,13,14,14,15,32,16,17,18,16,17,49,20,428,21,0,1048,1476,22,23,24,25,1484,0,0,1484,0,0,2,0,2,1,23,6,26,1,16,27,2006,28,2,472,17,17,24,120,33,0,0,0,0,2,2,2,0,12,2007,29,30,265900
60,0,65,8158,1,2,3,4,5,6,7,8,9,9,10,11,7,5,2003,2003,12,13,14,14,15,252,16,17,18,16,17,19,20,550,21,0,334,884,22,23,24,25,884,884,0,1768,1,0,2,1,3,1,16,8,26,0,2,27,2003,28,2,543,17,17,24,0,63,0,0,0,0,2,2,2,0,7,2008,29,30,224900
20,0,83,9849,1,2,3,4,5,6,7,55,9,9,10,34,7,6,2007,2007,71,13,14,14,56,0,16,17,18,16,17,49,21,0,21,0,1689,1689,22,23,24,25,1689,0,0,1689,0,0,2,0,3,1,16,7,26,0,2,27,2007,28,3,954,17,17,24,0,56,0,0,0,0,2,2,2,0,6,2007,77,78,248328
85,0,85,10625,1,2,3,4,5,6,7,57,9,9,10,110,7,6,1974,1974,12,13,80,80,15,81,17,17,37,16,17,16,20,885,91,168,0,1053,22,17,24,25,1173,0,0,1173,1,0,2,0,3,1,16,6,26,2,17,27,1974,28,2,528,17,17,24,0,120,0,0,0,0,2,53,2,0,1,2010,29,138,170000
20,0,107,13891,1,2,3,4,5,6,7,73,9,9,10,34,10,5,2006,2006,12,13,14,14,2,2,23,17,18,23,16,16,20,1386,21,0,690,2076,22,23,24,25,2076,0,0,2076,1,0,2,1,2,1,23,7,26,1,16,27,2006,76,3,850,17,17,24,216,229,0,0,0,0,2,2,2,0,9,2006,77,78,465000
70,0,2,11435,1,2,39,118,5,41,113,42,9,9,10,11,8,7,1929,1950,12,13,15,122,36,0,17,17,18,16,17,19,21,0,21,0,792,792,22,66,24,25,792,725,0,1517,0,0,1,0,3,1,16,7,26,2,16,46,1931,21,2,400,17,17,24,0,0,0,0,0,0,2,2,2,0,6,2006,29,30,230000
80,0,78,12090,1,2,3,4,5,6,7,57,9,9,10,116,6,7,1984,2003,71,13,14,14,15,74,17,17,37,16,17,19,21,0,21,0,585,585,22,23,24,25,1140,728,0,1868,0,0,3,1,3,1,17,7,26,1,17,75,1984,76,2,477,17,17,24,268,112,0,0,147,0,2,2,2,0,1,2007,29,47,178000
60,111,65,8125,1,2,3,4,5,6,7,55,9,9,10,11,7,5,2005,2006,12,13,14,14,36,0,16,17,18,16,17,19,21,0,21,0,756,756,22,23,24,25,756,797,0,1553,0,0,2,1,3,1,16,6,26,0,2,27,2005,28,2,615,17,17,24,0,45,0,0,0,0,2,2,2,0,3,2006,77,78,186500
80,0,2,12328,1,2,39,4,5,6,7,50,9,9,10,116,6,5,1976,1976,12,13,59,59,15,335,17,17,37,17,17,49,20,539,21,0,473,1012,22,17,24,25,1034,0,0,1034,1,0,1,0,3,1,17,6,26,0,2,27,1976,21,3,888,17,17,24,0,0,0,0,0,0,2,2,2,0,5,2010,29,30,169900
75,61,60,9600,1,93,3,4,5,6,7,62,9,9,10,120,6,5,1917,1950,12,13,105,105,36,0,17,17,45,16,17,19,72,319,21,0,416,735,170,66,96,25,1134,924,0,2058,0,0,1,1,3,1,17,8,26,1,16,46,1950,21,2,396,66,66,109,0,0,259,0,0,0,2,2,2,0,4,2008,29,30,129500
20,0,60,7200,1,2,3,4,5,6,7,81,9,9,10,34,5,7,1950,1950,12,13,35,35,36,0,17,17,37,17,17,19,60,534,72,96,246,876,22,17,24,25,988,0,0,988,0,0,1,0,3,1,17,6,26,0,2,27,1950,21,1,276,17,17,24,0,80,0,0,0,0,2,2,2,0,5,2007,29,30,119000
20,0,93,11160,1,2,3,4,5,41,7,81,9,9,10,34,7,5,1968,1968,71,13,15,15,36,0,16,17,37,17,17,19,38,1065,21,0,1045,2110,22,23,24,25,2110,0,0,2110,1,0,2,1,3,1,23,8,26,2,17,27,1968,76,2,522,17,17,24,0,0,0,0,0,0,2,2,2,0,4,2010,29,30,244000
120,0,2,3136,1,2,39,4,5,41,7,73,9,9,98,34,7,5,2003,2003,12,13,14,44,56,163,16,17,18,16,17,19,21,0,21,0,1405,1405,22,23,24,25,1405,0,0,1405,0,0,2,0,2,1,16,6,26,1,16,27,2003,28,2,478,17,17,24,148,36,0,0,0,0,2,2,2,0,3,2006,29,30,171750
20,0,62,9858,1,2,3,4,5,6,7,50,9,9,10,34,5,6,1968,1968,12,13,59,59,36,0,17,17,37,17,17,19,60,510,21,0,354,864,22,17,24,25,874,0,0,874,1,0,1,0,3,1,17,5,26,0,2,27,1968,28,1,288,17,17,24,33,0,0,0,0,0,2,82,54,600,11,2009,29,30,130000
60,0,2,17542,1,2,39,4,5,6,7,32,9,9,10,11,7,7,1974,2003,12,13,43,43,36,0,16,17,37,17,17,16,91,125,38,1031,36,1192,22,17,24,25,1516,651,0,2167,1,0,2,1,3,1,16,9,26,2,16,27,1974,28,2,518,17,17,24,220,47,0,0,0,0,2,53,2,0,7,2007,29,30,294000
60,0,60,6931,1,2,3,4,5,6,7,104,9,9,10,11,7,5,2003,2004,12,13,14,14,56,92,16,17,18,16,17,19,21,0,21,0,746,746,22,23,24,25,760,896,0,1656,0,0,2,1,3,1,16,7,26,1,16,75,2003,76,2,397,17,17,24,178,128,0,0,0,0,2,2,2,0,7,2008,29,30,165400
50,61,52,6240,1,2,3,4,5,6,7,67,9,9,10,51,6,6,1931,1950,12,13,43,43,36,0,17,17,45,17,66,19,91,425,21,0,459,884,22,17,24,83,959,408,0,1367,0,0,1,0,3,1,17,6,26,1,16,46,1978,21,1,560,17,17,24,0,0,0,0,120,0,2,2,2,0,11,2007,29,30,127500
